rpm,mp,mode,err,n
2050,-2.62,all,-0.78,246
2050,-2.38,OL,1.76,52
2050,-2.38,CL,-2.34,92
2050,-2.38,all,-0.78,144
2050,-2.12,OL,3.54,91
2050,-2.12,CL,-2.34,113
2050,-2.12,all,-0.78,204
2050,-1.88,OL,2.62,56
2050,-1.88,CL,-2.34,108
2050,-1.88,all,-1.59,164
2050,-1.62,OL,4.1,51
2050,-1.62,CL,-2.34,162
2050,-1.62,all,-2.34,213
2050,-1.38,OL,4.98,40
2050,-1.38,CL,-1.56,24
2050,-1.38,all,3.55,64
2050,-1.12,OL,2.02,165
2050,-1.12,CL,-1.56,61
2050,-1.12,all,-0.82,226
2050,-0.88,OL,0.85,81
2050,-0.88,CL,-2.34,20
2050,-0.88,all,-0.37,101
2050,-0.62,OL,0.47,40
2050,-0.62,CL,-1.56,1
2050,-0.62,all,0.46,41
2050,-0.38,OL,0.24,52
2050,-0.38,CL,-1.56,3
2050,-0.38,all,0.19,55
2050,-0.12,OL,-2.89,16
2050,-0.12,CL,0.0,1
2050,-0.12,all,-2.72,17
2050,0.12,OL,1.68,18
2050,0.12,all,1.68,18
2050,0.38,OL,0.76,24
2050,0.38,all,0.76,24
2050,0.62,OL,-1.99,59
2050,0.62,all,-1.99,59
2050,0.88,OL,-3.93,47
2050,0.88,all,-3.93,47
2050,1.12,OL,-1.26,47
2050,1.12,all,-1.26,47
2050,1.38,OL,-4.71,3
2050,1.38,all,-4.71,3
2150,-10.88,OL,11.19,13
2150,-10.88,CL,5.47,18
2150,-10.88,all,5.47,31
2150,-10.62,OL,-3.38,53
2150,-10.62,CL,6.64,32
2150,-10.62,all,0.53,85
2150,-10.38,OL,-4.24,48
2150,-10.38,CL,3.91,129
2150,-10.38,all,2.34,177
2150,-10.12,OL,-1.24,115
2150,-10.12,CL,3.12,155
2150,-10.12,all,1.56,270
2150,-9.88,OL,-3.04,249
2150,-9.88,CL,1.56,255
2150,-9.88,all,-0.6,504
2150,-9.62,OL,-2.15,44
2150,-9.62,CL,1.56,186
2150,-9.62,all,1.56,230
2150,-9.38,OL,-1.2,165
2150,-9.38,CL,3.12,490
2150,-9.38,all,2.34,655
2150,-9.12,OL,-2.64,164
2150,-9.12,CL,1.56,524
2150,-9.12,all,0.27,688
2150,-8.88,OL,-1.99,143
2150,-8.88,CL,-2.34,488
2150,-8.88,all,-2.29,631
2150,-8.62,OL,-3.82,121
2150,-8.62,CL,-2.34,229
2150,-8.62,all,-3.52,350
2150,-8.38,OL,-2.74,238
2150,-8.38,CL,-3.91,570
2150,-8.38,all,-3.91,808
2150,-8.12,OL,-1.9,250
2150,-8.12,CL,-5.47,466
2150,-8.12,all,-4.69,716
2150,-7.88,OL,-0.06,101
2150,-7.88,CL,-3.91,379
2150,-7.88,all,-3.12,480
2150,-7.62,OL,-0.02,118
2150,-7.62,CL,-3.91,622
2150,-7.62,all,-3.12,740
2150,-7.38,OL,0.45,145
2150,-7.38,CL,-4.69,554
2150,-7.38,all,-3.91,699
2150,-7.12,OL,-0.7,213
2150,-7.12,CL,-3.91,451
2150,-7.12,all,-3.12,664
2150,-6.88,OL,0.4,78
2150,-6.88,CL,-2.34,253
2150,-6.88,all,-1.56,331
2150,-6.62,OL,0.16,142
2150,-6.62,CL,-1.56,477
2150,-6.62,all,-0.78,619
2150,-6.38,OL,0.79,130
2150,-6.38,CL,-2.34,486
2150,-6.38,all,-1.56,616
2150,-6.12,OL,1.19,72
2150,-6.12,CL,-2.34,167
2150,-6.12,all,-1.56,239
2150,-5.88,OL,1.98,187
2150,-5.88,CL,-1.56,349
2150,-5.88,all,0.0,536
2150,-5.62,OL,1.09,320
2150,-5.62,CL,-2.34,379
2150,-5.62,all,-0.4,699
2150,-5.38,OL,0.69,247
2150,-5.38,CL,-2.34,398
2150,-5.38,all,-0.78,645
2150,-5.12,OL,-0.46,81
2150,-5.12,CL,-1.56,198
2150,-5.12,all,-1.56,279
2150,-4.88,OL,0.45,187
2150,-4.88,CL,-2.34,543
2150,-4.88,all,-2.34,730
2150,-4.62,OL,1.24,187
2150,-4.62,CL,-2.34,323
2150,-4.62,all,-1.56,510
2150,-4.38,OL,1.39,231
2150,-4.38,CL,0.0,311
2150,-4.38,all,0.78,542
2150,-4.12,OL,2.25,94
2150,-4.12,CL,-2.34,225
2150,-4.12,all,-2.34,319
2150,-3.88,OL,2.22,153
2150,-3.88,CL,-2.34,243
2150,-3.88,all,-2.34,396
2150,-3.62,OL,1.72,154
2150,-3.62,CL,-3.12,272
2150,-3.62,all,-1.56,426
2150,-3.38,OL,1.05,120
2150,-3.38,CL,-3.91,153
2150,-3.38,all,-1.56,273
2150,-3.12,OL,1.64,162
2150,-3.12,CL,-3.91,306
2150,-3.12,all,-3.12,468
2150,-2.88,OL,1.8,287
2150,-2.88,CL,-3.12,315
2150,-2.88,all,-1.56,602
2150,-2.62,OL,1.95,220
2150,-2.62,CL,-2.34,214
2150,-2.62,all,-1.56,434
2150,-2.38,OL,1.14,87
2150,-2.38,CL,-2.34,41
2150,-2.38,all,-0.77,128
2150,-2.12,OL,3.03,231
2150,-2.12,CL,-2.34,42
2150,-2.12,all,2.33,273
2150,-1.88,OL,2.99,119
